Title,Body,"Published by","Authored by","Is featured","Calls to action","Featured Image (Url)","Knowledge base download","Knowledge Source",Topics,Commodities,"Evidence types","Geographical area","Innovations categories","SDG Focus",Sectors,"Value chain stages","Resource types",Published,"Authored on","Created By","Publication Date","Domain Access","Promoted to front page","Sticky at top of lists",ID,Link,"Knowledge Source Initiative",ISO3
"Effects of Voluntary Sustainability Standards and Related Supply Chain Initiatives on Yield, Price, Costs and Income in the Agriculture Sector","Using a modified systematic review approach, the report authors reviewed 51 studies that examined the impact of agricultural VSS participation on five livelihood-related outcomes: yield, input costs, crop prices, crop income, and net household income. In all, 208 individual results for these five outcomes were analyzed. The findings show that the volume of research on this subject has increased over time, with a peak in 2016. Africa was the most frequently-studied region, coffee was the most frequently-studied crop, and Fairtrade was the most frequently-studied VSS, results that are consistent with previous reviews conducted by Oya et al. and DeFries et al. Over half of the results that examined the price farmers received and the income they earned from their certified crop found that VSS-certified farms performed significantly better than non-certified farms. Although critical to our understanding of farmers' financial wellbeing, net household income was the least-studied outcome, and had the highest proportion of results showing no difference between VSS-certified and non-certified, at just over two-thirds. Net household income was significantly higher on VSS-certified farms in one-quarter of results. Results suggest that additional research is needed to clarify the influence of farmer cooperatives, disentangle the relationship between yield, price, and net household income, and better understand the tradeoff between crop specialization and off-farm employment.",Evidensia,Evidensia,0,"Explore the full paper-https://www.evidensia.eco/resources/188/effects-of-voluntary-sustainability-standards-and-related-supply-chain-initiatives-on-yield-price-costs-and-income-in-the-agriculture-sector/",,,"Evidensia platform","Agribusiness profitability: input costs|Household income|Agribusiness profitability: output prices|Agribusiness profitability: yields",,"Synthesis paper",Global,"Product or farm level: Product certification","SDG 1 - No Poverty|SDG 8 - Decent Work and Economic Growth|SDG 12 - Responsible Production and Consumption",Crops,"Primary production: crops","Research report",1,"2019-01-01 00:00:00",Anonymous,2019-01-01T12:00:00+0000,,0,0,2124,https://www.kismfoodmarkets.org/node/2124,no,
"Scaling–from reaching many to sustainable systems change at scale: a critical shift in mindset.","Countless development projects have piloted solutions that could make a difference if only applied at scale. The reality is that these pilot projects hardly ever reach the intended scale to contribute significantly to achieving the UN Sustainable Development Goals (SDGs). In this paper, we argue that two major problems undermine efforts to achieve scale in development projects. First, pilot projects are usually set up and managed in very controlled environments that make it very difficult to transition to the real world at scale. Second, poor conceptual and methodological clarity on what scaling is and how it can be pursued often results in a narrow focus on reaching numbers. Counting household adoption at the end of a grant project is a poor metric of whether these people can and will sustain adoption after the project closes, let alone if adoption will reach others and actually contributes to improved livelihoods. We advocate for a broader view on scaling that more accurately reflects the transformational change agenda of the SDGs: from reaching many to a process aiming to achieve sustainable systems change at scale. Sustainable systems change alters a sufficient number of key drivers (incentives, rules, etc.) such that the system that once perpetuated a “problem” now instead perpetuates a “solution.” This has implications on the way projects are designed and implemented. Rather than focusing on changing conditions within the project context, projects should serve as vehicles for societal change. This means that projects make most sense if designed as part of a multisector, long-term programmatic approach. Treating scaling as a transformation process helps deal with the necessary coevolution of organizational and institutional arrangements, along with the innovations in a technology or practice. To help address scaling, we present a number of frameworks that guide users to assess the scalability of innovations, design for scale from the onset of projects, and systematically think through key elements, ingredients, or success factors. We conclude that scaling requires different skills, approaches, and ways of collaborating than those required for successful implementation of pilot projects. It calls for development actors to have a mindset that allows them to creatively navigate multiple overlapping systems; likewise, they must develop a clear vision about which elements in the system the actors can and cannot address, and about where they need to collaborate strategically to exert influence. Although it is tempting to hope for the silver bullet solution that changes the world, we argue for an approach that takes scaling serious in its own right and recognizes the complexities involved in facilitating a transition to a new “normal.”",Elsevier,"Woltering, L., Fehlenberg, K., Gerard, B., Ubels, J., and Cooley, L.",0,"Explore More-https://ideas.repec.org/a/eee/agisys/v176y2019ics0308521x18314392.html",,,Other,"Poverty reduction and livelihoods|Household income: farm income",,"Synthesis paper",Global,"Innovations in the enabling environment: Sustainable development policies","SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 10 - Reduce Inequalities",,"Primary production: crops","Journal article",1,"2019-01-01 00:00:00",Anonymous,2019-01-01T12:00:00+0000,,0,0,2288,https://www.kismfoodmarkets.org/node/2288,no,
"Reviewing the impact of sustainability certification on food security in developing countries","What is the impact of sustainability certification on food security in developing countries? This article explores the issue through a systematic review of the extant scholarship, complemented by a selective review of key studies examining the wider socio-economic effects of certification that may affect food security indirectly. To guide the analysis, we identify three main causal mechanisms â€“ economic, land use and land rights, and gender effects â€“ that link certification to local food security. Our review finds that food security remains a blind spot in the literature on certification impacts. Existing research points to a positive, albeit weak and highly context dependent, relationship between certification, farmersâ€™ income, and food security. However, there is only indicative evidence about the relationships that link certification to food security via its influence on land use, land rights, and gender equality.",Elsevier,"Schleifer, P., Sun, Y.",0,"Explore the full paper-https://www.evidensia.eco/resources/426/reviewing-the-impact-of-sustainability-certification-on-food-security-in-developing-countries/",,,"Evidensia platform","Nutrition, health and food security|Nutrition, health and food security: Food security/insecurity|Poverty reduction and livelihoods|Household income: farm income|Agribusiness profitability: market access|Agribusiness profitability: output prices|Agribusiness profitability: yields|Land tenure","Industrial crops: cocoa|Industrial crops: banana","Synthesis paper",Global,"Product or farm level: Product certification","SDG 3 - Good Health and Well-Being|SDG 8 - Decent Work and Economic Growth|SDG 10 - Reduce Inequalities|SDG 11 - Sustainable Cities and Communities|SDG 12 - Responsible Production and Consumption|SDG 1 - No Poverty",Crops,"Primary production: crops","Journal article",1,"2019-01-01 00:00:00",Anonymous,2019-01-01T12:00:00+0000,,0,0,2125,https://www.kismfoodmarkets.org/node/2125,no,
"Viewing agricultural water management through a systems analysis lens.","Appropriate agricultural water management (AWM) is crucial not only for alleviating water scarcity but also for food and nutrition security and healthy ecosystems. The multidimensional nature of AWM and inherently complex feedbacks between its components necessitate a systems approach. This paper proposes six dimensions of AWM and illustrates the importance of a systems approach using six separate, but linked, classical AWM topics. By emphasizing the whole picture of AWM and interactions among its subsystems at multiple levels, a systems approach offers the opportunity to holistically scrutinize the pros and cons of proposed AWM interventions beyond their direct effects at the locus that a single-dimensional approach foretells.","International Food Policy Research Institute","Zhu, T., Ringler, C., and Rosegrant, M.W.",0,"Explore More-https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2017WR021007",,,Other,"Poverty reduction and livelihoods|Household income: farm income",,"Synthesis paper",Global,"Product or farm level: Farm level technology / agronomic practices (GAPs)","SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 10 - Reduce Inequalities",,,"Journal article",1,"2019-01-01 00:00:00",Anonymous,2019-01-01T12:00:00+0000,,0,0,2289,https://www.kismfoodmarkets.org/node/2289,no,
"What works in tropical forest conservation, and what does not : Effectiveness of four strategies in terms of environmental, social, and economic outcomes","Tropical forests and their biodiversity are disappearing, despite decades of conservation efforts. Are we now in a position to understand whether some conservation strategies work better while others consistently fail in protecting tropical forests? The paper provides a systematic search of literature and review of results to evaluate four mainstream strategies (forest certification and reduced impact logging, payments for ecosystem services, protected areas, community forest management) in terms of 35 environmental, social, and economic metrics.",Wiley,"Burivalova, Z., Allnutt, T.F., Rademacher, D., Schlemm, A., Wilcove, D.S., Butler, R.A.",0,"Explore the full paper-https://www.evidensia.eco/resources/931/what-works-in-tropical-forest-conservation-and-what-does-not-effectiveness-of-four-strategies-in-terms-of-environmental-social-and-economic-outcomes/",,,"Evidensia platform","Climate adaptation and mitigation|Climate change adaptation: payment for ecosystem services|Poverty reduction and livelihoods|Gender equality, youth and social inclusion|Household income: farm income|Agribusiness profitability: output prices|Community development and infrastructure|Decent working conditions: occupational health and safety",Livestock,"Synthesis paper",Global,"Product or farm level: Product certification","SDG 12 - Responsible Production and Consumption|SDG 13 - Climate Action|SDG 15 - Life on Land",Forestry,"Primary production: forestry","Journal article",1,"2019-01-01 00:00:00",Anonymous,2019-01-01T12:00:00+0000,,0,0,2126,https://www.kismfoodmarkets.org/node/2126,no,
"How effective is multiple certification in improving the economic conditions of smallholder farmers? Evidence from an impact evaluation in Colombia's coffee belt","This study empirically investigates the impacts of multiple certification schemes in the coffee sector on farmer incomes and liveliood gains based on the case of two certified cooperatives in Colombia.","Taylor and Francis","Dietz, T., Chong, A-E., Grabs, J., Kilian, B.",0,"Explore More-https://www.evidensia.eco/resources/965/how-effective-is-multiple-certification-in-improving-the-economic-conditions-of-smallholder-farmers-evidence-from-an-impact-evaluation-in-colombias-coffee-belt/",,,"Evidensia platform","Poverty reduction and livelihoods|Household income: farm income|Household income: labour income","Industrial crops: coffee","Empirical study",Colombia,"Product or farm level: Product certification","SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 12 - Responsible Production and Consumption",Crops,"Primary production: crops","Journal article",1,"2019-01-01 00:00:00",Anonymous,2019-01-01T12:00:00+0000,,0,0,2391,https://www.kismfoodmarkets.org/node/2391,no,COL
"The feasibility of picture-based insurance (PBI): Smartphone pictures for affordable crop insurance","Smallholder farmers are increasingly exposed to weather extremes but lack access to affordable insurance products for catastrophic crop damage. This paper analyzes the feasibility of Picture-Based Insurance (PBI) as a low-cost tool to improve coverage. PBI verifies insurance claims using smartphone pictures of insured plots, taken by farmers themselves, to minimize asymmetric information and costs of claims verification, while reducing basis risk compared to index-based insurance. A pilot implementation in the rice-wheat belt of India speaks to PBI being a feasible and valuable innovation to reduce downside basis risk in index insurance: nearly two-thirds of trained farmers took at least four pictures (roughly one per growth stage), which was considered sufficient for loss assessment; severe damage was visible from smartphone pictures in 71 percent of affected sites; and this was a significant improvement over alternative index-based products, which identified severe damage in at most 34 percent of affected sites.",Elsevier,"Ceballos, F., Kramer, B., Robles, M.",0,"Explore More-https://www.sciencedirect.com/science/article/pii/S2352728518300812",,,Other,"Climate adaptation and mitigation|Climate change adaptation: climate resilience",,"Empirical study",India,"Innovations within the supply chain: Financial services","SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 8 - Decent Work and Economic Growth",Crops,"Primary production: crops","Journal article",1,"2019-01-01 00:00:00",Anonymous,2019-01-01T12:00:00+0000,,0,0,2278,https://www.kismfoodmarkets.org/node/2278,no,IND
"The dynamics of climate change adaptation in Sub-Saharan Africa: A review of climate-smart agriculture among small-scale farmers","Climate-smart agriculture (CSA) as a credible alternative to tackle food insecurity under the changing climate is gaining wide acceptance. However, many developing countries have realized that concepts that have been recommended as solutions to existing problems are not suitable in their contexts. This paper synthesizes a subset of literature on CSA in the context of small-scale agriculture in sub-Saharan Africa as it relates to the need for CSA, factors influencing CSA adoption, and the challenges involved in understanding and scaling up CSA. Findings from the literature reveal that age, farm size, the nature of farming, and access to extension services influence CSA adoption. Many investments in climate adaptation projects have found little success because of the sole focus on the technology-oriented approach whereby innovations are transferred to farmers whose understanding of the local farming circumstances are limited. Climate-smart agriculture faces the additional challenge of a questionable conceptual understanding among policymakers as well as financing bottlenecks. This paper argues that the prospects of CSA in small-scale agriculture rest on a thorough socio-economic analysis that recognizes the heterogeneity of the small farmer environment and the identification and harnessing of the capacities of farming households for its adoption and implementation.","Multidisciplinary Digital Publishing Institute","Abegunde, V. O., Sibanda, M., & Obi, A.",0,"Explore More-https://www.mdpi.com/2225-1154/7/11/132",,,Other,"Climate adaptation and mitigation|Climate change adaptation: climate-smart farming",,,Global,"Product or farm level: Farm level technology / agronomic practices (GAPs)","SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 8 - Decent Work and Economic Growth|SDG 10 - Reduce Inequalities",Crops,"Primary production: crops","Journal article",1,"2019-01-01 00:00:00",Anonymous,2019-01-01T12:00:00+0000,,0,0,2291,https://www.kismfoodmarkets.org/node/2291,no,
"Asymmetric Information and Middleman Margins: An Experiment with Indian Potato Farmers","West Bengal potato farmers cannot directly access wholesale markets and do not knowwholesale prices. Local middlemen earn large margins; pass-through from wholesale to farmgate prices is negligible. When we informed farmers in randomly chosen villages about wholesale prices, average farmgate sales and prices were unaffected, but pass-through to farmgate prices increased. These results can be explained by a model where farmers bargain ex post with village middlemen, with the outside option of selling to middlemen outside the village. They are inconsistent with standard oligopolistic models of pass-through, search frictions, or risk-sharing contracts.","Harvard Kennedy School","Mitra, Sandip, Mookherjee, Dilip, Torero, Maximo, Mitra,S., Mookherjee, D., Torero, M., Visaria, S.",0,"Explore More-https://openknowledge.worldbank.org/bitstream/handle/10986/29657/rest_a_00699.pdf?sequence=1&amp;isAllowed=y",,,Other,"Poverty reduction and livelihoods|Agribusiness profitability: output prices",,"Empirical study",India,,"SDG 1 - No Poverty|SDG 10 - Reduce Inequalities",Crops,"Post-harvest: wholesale trade","Journal article",1,"2018-01-01 00:00:00",Anonymous,2018-01-01T12:00:00+0000,,0,0,2274,https://www.kismfoodmarkets.org/node/2274,no,IND
"Do private coffee standards 'walk the talk' in improving socio-economic and environmental sustainability?","This study assesses the effectiveness of private coffee standards in improving both environmental and socio-economic sustainability in Uganda. The authors combine socio-economic survey data with ecological field inventory data from certified and non-certified producers, finding that coffee standards in Uganda are not as socio-economically and environmentally impactful as consumers expect. Whilst certification can improve either a farm’s socio-economic or environmental performance, they rarely address both. Multiple certification is found to be counterproductive, and it is recommended that improving standard design to ensure productivity within ecological boundaries would be more effective in mitigating the observed trade-offs between socio-economic and environmental outcomes.",Elsevier,"Vanderhaegen, K., Akoyi, K.T., Dekoninck, W., Jocque, R., Muys, B., Verbist, B., Maertens, M.",0,,,,"Evidensia platform","Climate adaptation and mitigation|Poverty reduction and livelihoods|Climate mitigation: soil carbon sequestration|Household income: farm income|Agribusiness profitability: yields|Agribusiness profitability: output prices","Industrial crops: coffee",,Uganda,"Product or farm level: Product certification","SDG 1 - No Poverty|SDG 8 - Decent Work and Economic Growth|SDG 12 - Responsible Production and Consumption|SDG 13 - Climate Action|SDG 15 - Life on Land",Crops,"Primary production: crops","Journal article",1,"2018-01-01 00:00:00",Anonymous,2018-01-01T12:00:00+0000,,0,0,2157,https://www.kismfoodmarkets.org/node/2157,no,UGA
"Análisis de la Cadena de Valor de Café en Honduras","This study aims to analyze and characterize the coffee value chain in Honduras, identifying the most important limitations and opportunities of each link. The report includes information on the background and context of coffee, the methodology used, results and analysis of the study, value generation along the chain, conclusions, and recommendations.","Heifer International Honduras","Álvarez, M.",0,"Explore More-https://www.undp.org/sites/g/files/zskgke326/files/migration/hn/cadena-valor-cafe-2018-HEIFER-IHCAFE-PNUD.pdf",,,Other,Other,"Industrial crops: coffee","Empirical study",Honduras,"Innovations within the supply chain: Value chain infrastructure","SDG 12 - Responsible Production and Consumption|SDG 5 - Gender Equality|SDG 13 - Climate Action|SDG 1 - No Poverty",Crops,,"Research report",1,"2018-01-01 00:00:00",Anonymous,2018-01-01T12:00:00+0000,,0,0,2382,https://www.kismfoodmarkets.org/node/2382,no,HND
"Climate Smart coffee in Honduras","This paper discusses the concept of Climate Smart Coffee (CSC), which aims to increase coffee productivity while reducing greenhouse gas emissions and enhancing resilience to climate risks. The authors focus on farm-level adaptation and evaluate potential practices for their contribution to CSC.","International Center for Tropical Agriculture (CIAT), United States Agency for International Development (USAID)","Bunn, C., Lundy, M., Läderach, P., Girvetz, E., Castro, F.",0,"Explore More-https://cgspace.cgiar.org/handle/10568/97530?show=full",,,"Rethinking food markets initiative","Climate mitigation: climate-smart agriculture","Industrial crops: coffee","Synthesis paper",Honduras,"Product or farm level","SDG 13 - Climate Action|SDG 10 - Reduce Inequalities",Crops,"Primary production: crops","Research report",1,"2018-01-01 00:00:00",Anonymous,2018-01-01T12:00:00+0000,,0,0,2383,https://www.kismfoodmarkets.org/node/2383,yes,HND
"Agricultural Transformation in Africa? Assessing the Evidence in Ethiopia","Despite significant efforts, Africa has struggled to imitate the rapid agricultural growth that took place in Asia in the 1960s and 1970s. As a rare but important exception, Ethiopia’s agriculture sector recorded remarkable rapid growth during 2004–14. This paper explores this rapid change in the agriculture sector of this important country – the second most populous in Africa. We review the evidence on agricultural growth and decompose the contributions of modern inputs to growth using an adjusted Solow decomposition model. We also highlight the key pathways Ethiopia followed to achieve its agricultural growth. We find that land and labor use expanded significantly and total factor productivity grew by about 2.3% per year over the study period. Moreover, modern input use more than doubled, explaining some of this growth. The expansion in modern input use appears to have been driven by high government expenditures on the agriculture sector, including agricultural extension, but also by an improved road network, higher rural education levels, and favorable international and local price incentives.",Elsevier,"Bachewe, F. N., Berhane, G., Minten, B., & Taffesse, A. S.",0,"Explore More-https://www.sciencedirect.com/science/article/abs/pii/S0305750X17302152?via%3Dihub",,,Other,"Poverty reduction and livelihoods|Household income: farm income",,"Synthesis paper",Ethiopia,"Innovations in the enabling environment: Sustainable development policies","SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 8 - Decent Work and Economic Growth|SDG 10 - Reduce Inequalities|SDG 4 - Quality Education",Crops,"Post-harvest: wholesale trade|Post-harvest: retail trade|Primary production: crops","Journal article",1,"2018-01-01 00:00:00",Anonymous,2018-01-01T12:00:00+0000,,0,0,2295,https://www.kismfoodmarkets.org/node/2295,no,ETH
"Effects of certification schemes for agricultural production on socio-economic outcomes in low- and middle-income countries: a systematic review","The rise of voluntary standards and their associated certification for agricultural products is a well-established phenomenon in the contemporary dynamics of agricultural trade. Supply chain management is increasingly influenced by a proliferation of standards, and by the organisations setting and monitoring them over a growing number of products. While the objectives of standards and certification schemes (CS) vary, the focus of this review is on social sustainability standards, which are closely related to ethical trading and to schemes that focus on socio-economic outcomes of participants, essentially agricultural producers (particularly smallholders) and wage workers, whether employed by corporate plantations or individual agricultural producers. This systematic review addresses the extent to which, and under what conditions, CS for agricultural products result in higher levels of socio-economic wellbeing for agricultural producers and workers in low- and middle-income countries (LMICs). The primary review question is: What are the effects of certification schemes for sustainable agricultural production, and their associated interventions, in terms of endpoint socio-economic outcomes for household/individual wellbeing in low and middle income countries? The subsidiary review question is: Under what circumstances and why do certification schemes for agricultural commodities have the intended and/or unintended effects? What are the barriers and facilitators to such certification's intended and/or unintended effects? The authors found that the impact of certification schemes on yields is mixed. Prices for some certified products increased and farmer income from the sale of the certified product was slightly higher. However, the average household incomes and asset ownership of farmers did not increase. They also found that the average workers' wages were no different or slightly lower. There was a significant impact on school attendance in Africa, but not in Asia and Latin American and the Caribbean.","Campbell Collaboration","Oya, C., Schaefer, F., Skalidou, D., McCosker, C., Langer, L.",0,"Explore the full paper-https://www.evidensia.eco/resources/187/effects-of-certification-schemes-for-agricultural-production-on-socio-economic-outcomes-in-low-and-middle-income-countries-a-systematic-review/",,,"Evidensia platform","Poverty reduction and livelihoods|Gender equality, youth and social inclusion|Household income: labour income|Household income: farm income|Household income: non-farm income|Income and employment opportunities: wages|Agribusiness profitability: output prices|Agribusiness profitability: market access|Agribusiness profitability: assets|Agribusiness profitability: yields|Education and training|Decent working conditions: occupational health and safety","Fruits and vegetables: grape|Fruits and vegetables: black pepper|Fruits and vegetables: lychee|Grains: rice|Industrial crops: cocoa|Industrial crops: coffee|Industrial crops: cotton|Industrial crops: flowers|Industrial crops: banana|Industrial crops: tea|Honey","Synthesis paper",Chile,"Product or farm level: Product certification","SDG 1 - No Poverty|SDG 3 - Good Health and Well-Being|SDG 4 - Quality Education|SDG 8 - Decent Work and Economic Growth|SDG 12 - Responsible Production and Consumption",Crops,"Primary production: crops","Research report",1,"2017-01-01 00:00:00",Anonymous,2017-01-01T12:00:00+0000,,0,0,2123,https://www.kismfoodmarkets.org/node/2123,no,CHL
"Evaluation of UTZ certification with a focus on coffee businesses in Guatemala, Honduras and Nicaragua","In 2017, UTZ hired the World Agroforestry Centre (ICRAF) to assess the strategies and needs of their coffee certificate holders (CHs), businesses that implement the UTZ standard, in Guatemala, Honduras and Nicaragua. The study aimed to understand the businesses' experiences with UTZ implementation, the benefits they derived from UTZ, the challenges they faced to deepen engagement and how UTZ fits into the coffee businesses' larger strategy around certification, farmer engagement and marketing.","World Agroforestry Centre","Donovan, J., Blare, T.",0,"Explore More-https://www.cabdirect.org/cabdirect/abstract/20193289326",,,Other,Other,"Industrial crops: coffee","Synthesis paper","Latin America and the Caribbean: Caribbean|Latin America and the Caribbean: Central America","Product or farm level: Product certification","SDG 12 - Responsible Production and Consumption",Crops,,"Journal article",1,"2017-01-01 00:00:00",Anonymous,2017-01-01T12:00:00+0000,,0,0,2395,https://www.kismfoodmarkets.org/node/2395,no,|
"What kinds of ‘systems’ are we dealing with? Implications for systems research and scaling. Sustainable Intensification in Smallholder Agriculture.","This chapter deals with intertwined configurations in which bio-material relations are mediated by social and symbolic phenomena. It discusses how such configurations may change, and what roles research may play in this when taking into account some special features of intertwined configurations that complicate deliberate attempts to foster change. It is argued that, in order to help realize public values, research needs to become a mechanism which informs adaptation to ever changing conditions, and leverage the emergence of novel bio-material, social and symbolic opportunities. This requires a considerable change in the way research processes are predominantly organized and embedded in society. The chapter describes three basic types that can be combined with each other: research aimed at describing and understanding complexity; research aimed at identifying key leverages, opportunities and constraints; and research aimed at enlarging variation in society. Technical changes at farm level may well be contingent on the achievement of changes in labour organization, land-tenure policy, market organization and credit provision.",Routledge,"Cees, L., Wigboldus, S.",0,"Explore More-https://www.taylorfrancis.com/chapters/edit/10.4324/9781315618791-22/kinds-systems-dealing-cees-leeuwis-seerp-wigboldus",,,Other,"Poverty reduction and livelihoods|Household income: farm income",,"Synthesis paper",Global,"Innovations in the enabling environment: R&D investments","SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 10 - Reduce Inequalities",,,"Journal article",1,"2017-01-01 00:00:00",Anonymous,2017-01-01T12:00:00+0000,,0,0,2283,https://www.kismfoodmarkets.org/node/2283,no,
"Is voluntary certification of tropical agricultural commodities achieving sustainability goals for small-scale producers? A review of the evidence","Over the last several decades, voluntary certification programs have become a key approach to promote sustainable supply chains for agricultural commodities. These programs provide premiums and other benefits to producers for adhering to environmental and labor practices established by the certifying entities. Following the principles of Cochrane Reviews used in health sciences, the study asseseses evidence to evaluate whether voluntary certification of tropical agricultural commodities (bananas, cocoa, coffee, oil palm, and tea) has achieved environmental benefits and improved economic and social outcomes for small-scale producers at the level of the farm household.","IOP Science","DeFries, R.S., Fanzo, J., Mondal, P., Remans, R., Wood, S.A.",0,"Explore the full paper-https://www.evidensia.eco/resources/968/is-voluntary-certification-of-tropical-agricultural-commodities-achieving-sustainability-goals-for-small-scale-producers-a-review-of-the-evidence/",,,"Evidensia platform","Nutrition, health and food security|Nutrition, health and food security: Food security/insecurity|Poverty reduction and livelihoods|Household income: farm income|Agribusiness profitability: output prices|Agribusiness profitability: yields","Industrial crops: cocoa|Industrial crops: coffee|Industrial crops: banana|Industrial crops: tea|Oilseeds & vegetable oils: palm","Synthesis paper",Global,"Product or farm level: Product certification","SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 12 - Responsible Production and Consumption",Crops,"Primary production: crops","Journal article",1,"2017-01-01 00:00:00",Anonymous,2017-01-01T12:00:00+0000,,0,0,2127,https://www.kismfoodmarkets.org/node/2127,no,
"Identifying priority value-chains in Ethiopia","This paper uses an economy-wide model to identify agricultural activities and value-chains in Ethiopia whose expansion would be most effective at generating economic growth, reducing national and rural poverty, creating jobs, and diversifying diets. Results indicate that expanding cereals production would continue to contribute positively to national pro-poor growth. However, the analysis suggests that there is no single value-chain that can achieve all policy objectives. Instead, a more balanced portfolio of value-chains would not only enhance agriculture’s future contribution to poverty reduction and economic growth, but also promote faster rural transformation and dietary diversification, both of which are needed to create job opportunities and improve nutrition outcomes over the longer-term. After considering alternative weighting schemes for competing policy goals, the final analysis suggests that vegetables and fruits/tree crops should be considered “priority” value-chains, because these are among the most effective at achieving multiple policy objectives. Other highly-ranked value-chains include oilseeds, tobacco/cotton/tea, and milk/dairy.","International Food Policy Research Institute","Benfica, R., & Thurlow, J.",0,"Explore More-https://ebrary.ifpri.org/utils/getfile/collection/p15738coll2/id/131413/filename/131624.pdf",,,Other,"Poverty reduction and livelihoods|Household income: farm income",,"Modeling study",Ethiopia,"Innovations in the enabling environment: Rules regarding food standards and dietary guidelines","SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 8 - Decent Work and Economic Growth|SDG 10 - Reduce Inequalities|SDG 4 - Quality Education",Crops,"Primary production: crops",,1,"2017-01-01 00:00:00",Anonymous,2017-01-01T12:00:00+0000,,0,0,2297,https://www.kismfoodmarkets.org/node/2297,no,ETH
"Systemic perspectives on scaling agricultural innovations. A review","Agricultural production involves the scaling of agricultural innovations such as disease-resistant and drought-tolerant maize varieties, zero-tillage techniques, permaculture cultivation practices based on perennial crops and automated milking systems. Scaling agricultural innovations should take into account complex interactions between biophysical, social, economic and institutional factors. Actual methods of scaling are rather empirical and based on the premise of ‘find out what works in one place and do more of the same, in another place’. These methods thus do not sufficiently take into account complex realities beyond the concepts of innovation transfer, dissemination, diffusion and adoption. As a consequence, scaling initiatives often do not produce the desired effect. They may produce undesirable effects in the form of negative spill-overs or unanticipated side effects such as environmental degradation, bad labour conditions of farm workers and loss of control of farming communities over access to genetic resources. Therefore, here, we conceptualise scaling processes as an integral part of a systemic approach to innovation, to anticipate on the possible consequences of scaling efforts. We propose a method that connects the heuristic framework of the multi-level perspective on socio-technical transitions (MLP) to a philosophical ‘modal aspects’ framework, with the objective of elucidating the connectedness between technologies, processes and practices. The resultant framework, the PRactice-Oriented Multi-level perspective on Innovation and Scaling (PROMIS), can inform research and policymakers on the complex dynamics involved in scaling. This is illustrated in relation to three cases in which the framework was applied: scaling agro-ecological practices in Nicaragua, farmer field schools on cocoa cultivation in Cameroon and ‘green rubber’ cultivation in Southwest China.",Springer,"Wigboldus, S., Klerkx, L., Leeuwis, C., Schut, M., Muilerman, S., and Jochemsen, H.",0,"Explore More-https://link.springer.com/article/10.1007/s13593-016-0380-z",,,Other,"Poverty reduction and livelihoods|Household income: farm income",,"Empirical study",Nicaragua|Cameroon|China,"Product or farm level: Farm level technology / agronomic practices (GAPs)","SDG 1 - No Poverty|SDG 2 - Zero Hunger|SDG 10 - Reduce Inequalities",,"Primary production: crops","Journal article",1,"2016-01-01 00:00:00",Anonymous,2016-01-01T12:00:00+0000,,0,0,2287,https://www.kismfoodmarkets.org/node/2287,no,NIC|CMR|CHN
"Towards a framework for unlocking transformative agricultural innovation","The agriculture sector needs to do much better at innovation. Increased demand for food, plateauing productivity, changing patterns of competition and consumption, accelerating climate change, concerns over food safety, and the need to address these issues in a socially and environmentally sustainable manner, are just some of the reasons. These challenges are as relevant to Australia as they are to the world. To improve agricultural innovation, the broad prescription is that research and technology needs to be better coupled with market and policy changes that allow ideas and solutions to be deployed. Australian and international agriculture sector players, however, continue to grapple with questions on how to implement this prescription. In particular, on how to arrive at a mode of innovation that matches the ambition of transforming the performance and sustainability of the sector, both now and in the challenging years ahead. The purpose of this study was to develop a framework to better understand the relationship between different innovation configurations (partnerships, networks, and practices) and impact. Our starting assumption was that while configurations are contextually specific, broad patterns of practices and partnership associated with innovation and impact would emerge. Our logic was that these patterns could then form the basis of a framework to better explain how impact takes place, and point to tools and practices that increase the likelihood of innovation and impact. The study approach was to undertake theory-informed process analysis of the manner in which innovation and impact processes unfold over time. The key analytical perspective used was that of innovation systems, an empirically based concept underpinned by systems and evolutionary economics theories that explains the innovation process as a networked and socially embedded phenomenon, driven by evolutionary learning and systemic change.","Canberra Commonwealth Scientific and Industrial Research Organisation","Hall, A., Dijkman, J., Taylor, B., Williams, L., Jennifer Kelly, J.",0,"Explore More-https://foodsystemsinnovation.org.au/resource/towards-framework-unlocking-transformative-agricultural-innovation",,,Other,"Nutrition, health and food security",,"Empirical study",Australia,"Innovations within the supply chain: Value chain infrastructure","SDG 2 - Zero Hunger",,,"Journal article",1,"2016-01-01 00:00:00",Anonymous,2016-01-01T12:00:00+0000,,0,0,2281,https://www.kismfoodmarkets.org/node/2281,no,AUS
